Player,year,grupos,x,y
J. Nilsson,22,2,-3.400762979658692,-4.572213741608197
T. Baumgartl,22,2,-1.9673659884428902,-4.351668995527096
J. Roussillon,22,4,2.6553501985678585,0.44753584791543427
B. Schmitz,22,4,3.7716673678040737,-0.4535032798085714
M. Uth,22,3,1.3048551173323695,3.689307696153453
J. Guilavogui,22,2,-3.747475060837005,-4.362225501030755
L. Kübler,22,4,2.0168352059513106,-1.057105403719483
P. Seguin,22,1,-0.15628745132867566,-1.2633178794059543
C. Gruezo,22,1,-1.8627724030108053,-1.117759802895422
E. Löwen,22,3,0.36902239321130514,1.779385655180099
J. Brooks,22,2,-1.9529206622464246,-5.670761843519613
J. Hauge,22,3,1.1169927523070746,2.7125506242423314
A. Zeqiri,22,5,-1.8614816977744635,5.045367030868982
M. Pedersen,22,4,1.4484613512390898,0.34258371565049744
A. Hack,22,2,-2.027984001965275,-3.931720374444672
N. Höfler,22,1,-1.9439854643828167,-2.001432479245509
S. Bell,22,2,-2.19967142118134,-4.165908940189059
L. Stindl,22,3,0.05325839911483621,1.2167823120962553
C. Brunner,22,4,2.6093108636219955,-1.3124094840211942
P. Förster,22,3,-0.5493604277378379,1.8213487257430983
M. Okugawa,22,5,-0.37639454939888217,4.384246922862193
Danilo Soares,22,4,2.1394698280812863,-1.162888123941015
F. Niederlechner,22,5,-1.855579813547021,5.127952992821558
R. Hack,22,3,0.8451726156766963,2.6613628746905786
M. Plattenhardt,22,4,1.8205544295114908,-0.6164527909097802
A. Hahn,22,5,-1.0425657338982686,3.8627199177527998
S. Jovetić,22,3,1.8422281640840512,2.9540358278049066
M. Mittelstädt,22,4,3.149751267580797,0.1920106777482185
N. Schulz,22,4,1.703155583315501,0.3774623809066094
A. Schöpf,22,3,0.5719170071330877,1.2573855973751253
N. Gießelmann,22,4,2.4542631141567566,-0.5320931421817685
T. Coulibaly,22,3,-0.03748350276875079,3.084814905400209
G. Haraguchi,22,1,-1.269647367569262,0.7328273979273308
M. Philipp,22,3,-0.7249376068371783,2.1878935587048143
J. Boëtius,22,1,0.6756189589502061,-2.442062104388383
K. Stafylidis,22,4,2.1239697592145483,-1.427411321499202
I. Belfodil,22,5,-0.5446916272069277,4.819780556455532
A. Hrustić,22,4,0.6002684120210469,0.8455827106620228
D. Selke,22,5,-3.0459182126463404,5.495367744363643
D. Boyata,22,2,-3.9847236901300604,-4.329360752875396
C. Antwi-Adjei,22,3,0.051979622574364615,3.9080288737861406
M. Pantović,22,3,0.1487770380843242,1.6176754846638621
S. Polter,22,5,-2.867869022719885,5.34853162002051
M. Gulde,22,2,-3.1681831486504013,-4.478312819451454
F. Kunze,22,1,-1.9087390628433458,-1.0281032749813765
V. Darida,22,1,0.6759672721355239,-1.151549216172763
P. Stenzel,22,2,-0.20876620326685064,-4.3430049055849915
H. Nielsen,22,5,-2.4818623477033896,5.5618335401546934
J. Barrett Laursen,22,4,1.5785308922150052,-0.4237369476682003
M. Christiansen,22,1,-1.5616062559554496,-2.555067168437128
B. Hrgota,22,3,-0.07051090047327191,3.1268833290931215
R. Massimo,22,3,1.1603612387859923,4.145411126441066
J. Serra,22,5,-2.880692599356321,6.288624265720286
T. Chandler,22,4,1.9202342035293372,-0.5850307200598343
T. Tillmann,22,3,-0.13404408505643484,1.2678833126675824
F. Krüger,22,3,0.12578212951007928,3.8421602804352593
R. Framberger,22,4,2.946492478872042,-0.7513839216508267
R. Steffen,22,3,0.41270808513411367,1.2833161620019458
G. Itter,22,4,2.1917138096401687,-0.6658676611943439
S. Andersson,22,5,-1.9004652915910496,5.9262002338780695
J. Green,22,3,0.5125471925468343,1.2240310441639946
G. Ramos,22,1,-0.057894536202127395,-3.2097158418044875
B. Lasme,22,5,-0.465596193908296,4.891109236672976
A. Modeste,22,5,-1.7816298545832732,5.937080030979939
A. Voglsammer,22,5,-1.5140307093852363,5.486087264198236
A. Andrade,22,4,1.9626377046239143,-1.2828064762835372
S. Vasiliadis,22,1,-0.8317910271066916,-0.5018169605958125
M. Meyerhöfer,22,4,1.5027235996997859,-1.2744695239560533
M. Kruse,22,3,1.2735846630916372,2.3083241647585484
J. Dudziak,22,3,0.37255631865337,2.6285517655505717
C. Trimmel,22,4,3.195964383804758,-0.6413580414576519
N. Viergever,22,2,-2.9138211410622206,-4.003324197716325
J. Willems,22,4,1.5082839352994002,-0.44871215316057
R. Czichos,22,2,-1.471131399333181,-5.534120637433867
M. Hasebe,22,2,-1.21090251090378,-5.937791847071716
C. Gamboa,22,1,-0.048770055522247474,-4.172869756133753
D. Caligiuri,22,4,0.08368352413285884,0.8990515174041804
S. Griesbeck,22,2,-2.527525443947256,-2.7548507638809445
M. Prietl,22,1,-1.4287173072503938,-0.7150689211995636
V. Lampropoulos,22,2,-3.756635351170228,-4.3148929950252315
P. Pekarík,22,4,2.109800196944708,-1.3286339291809302
